	Domain	Phylum	Class	Order	Family	Genus	OTU
dc0b05a6224dd8f973e9345eba08b61d	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__EB1017	NA	NA
c468921fc127b2aa4606c7bdbca83f98	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__EB1017	NA	NA
cd9df4b4b3e7f8fffb6449d3e3eb5085	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__EB1017	NA	NA
1f23c91b91f49da6fc41627a18ef97cb	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__EB1017	NA	NA
cfe8665de06555c2f1879fa05abe1e16	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__EB1017	NA	NA
4bda938ba0d9631509f23640eb51d38f	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__EB1017	NA	NA
7f88f2101bcf96d64d00478f3c0fde57	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__EB1017	NA	NA
67d2f84e8d1e7e88f31d25d5e18c32ee	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__EB1017	NA	NA
e162bd82e0b430d5e7c489012944ae0e	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__EB1017	NA	NA
4c0ef4c04da61875079520ef235a0e83	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
68153dd2274f9e7788e40019c9937de3	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
b991f04561d08d011891ddb7295446da	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
b422edc87fce2be8f522d49cd09da016	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
544edc5e157623866de08a822a237310	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__Microthrixaceae	NA	NA
ad7e0b8b4cb31c9c3d08c3e1e48392ae	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__Microthrixaceae	NA	NA
f42b873fab049842b0e790938a57b7d9	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__Microthrixaceae	NA	NA
a41e3b451b51aaf54ff9d5ecba4a0dc9	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__Microthrixaceae	NA	NA
caedd32e4696a23b25bbd8fd5ffb7d25	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__Microthrixaceae	NA	NA
e13cb91b3a79ee927def8518c37e9cea	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__Microthrixaceae	NA	NA
21766ee699481b33cb1d561c8fd6231e	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__Microthrixaceae	NA	NA
1bbdfeeccc90402e2ba43ec48144a93f	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__Microthrixaceae	NA	NA
ecd56d357fc21c37488747ef960306d6	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__Microthrixaceae	NA	NA
203e7d557962c15dca6f211415179927	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__Microthrixaceae	NA	NA
6c2ea61f7b4ab86fc8886a842f7cdc82	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__Microthrixaceae	NA	NA
acb1ba3b11bccacdadc5ca2568ad9cac	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__Microthrixaceae	NA	NA
2af7ff1b527228c51e6f55debcd812d0	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__Microthrixaceae	NA	NA
aa0512e88913fc9c59ca35d6ace1c09b	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
8d7be1a37fcf7aeedf2faefb8b513db7	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
2968bbd2f1bed94fba20d36da8c92148	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
3f5fdbf6ec36f76b9b1eaac6f849abca	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
14a6cf181887399df93f83bf4617e796	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
0e5f22ef9fdc25141df59c8fd7ab7a6b	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
8c1946de49dd8f10e9afba74606ede79	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
766e1cead145240e251fae8aac352923	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
39402e11f4a06b09473d8910d3efb735	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
2b55c788993b71edc272e10f92cb0c7b	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
ddb9328f2858048ef4b2d24776501b7b	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
f5f44e0b8d207ac759b115e544bc125c	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
c06ebcdde7c139acb5848c0de7213895	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
e42a853a9e91e729988fb57e23476187	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
faf91b567a708b868acec28261de7e25	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
e521bb3863354ca4d41e868c8b93eb72	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
a34d9ea07eaefb526189dea762e9b35e	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
e7d6b609523abee53a39cc1c44c4ef88	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
109177b0293c240d57ea83900948bf06	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
f2f80608dd41d5002d392107bff6484c	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
0ac50d3532b251bcb5b77921e4b7fd13	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
0de84b56eb1f12f7dd7d2d9bcbc725a5	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
4c8ab872242f325dc6bac795e3db742f	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
1d4494274236ace36289d17efa2e6529	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
08924a02d060c43f5f4bdaf04047d24b	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
5772e804efaca1ac9a635aed5d62f999	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
06d52f7ad70171bce27a027244aa21a6	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
2285f921ec107b697ace9a255931d11a	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__Iamiaceae	g__Iamia	NA
922edc6d7de65fa8318a230f1d9fdd6c	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__AKIW874	NA	NA
9d1f24dcac59f42b31c5e50dc39b662d	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__Iamiaceae	g__Iamia	NA
56125673a9110744a8277695bb606641	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__Iamiaceae	g__Iamia	NA
034d1e3479a7954c8336ed4516f27911	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__Iamiaceae	g__Iamia	NA
058e785a499d4e0d2dab9152e8e04839	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
9522b3d8b044445c93b7bac1ba0636eb	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
5e9fc9cf92678806672439fe17aa181c	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
d93a12d2b9729433579a85a272014d7b	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
6149e70be1983e83b7b4ded94dddb1f4	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__Iamiaceae	g__Iamia	NA
8395f86857b5f968ba27584daf420d08	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
455164c71ef25104a9d94e29c5bf7641	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
35e3a9fbd1d865aaa760120cebb91ef3	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__C111	NA	NA
6c3273c2abcbbb38b6c80a7a61f1e96e	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__C111	NA	NA
bc8e21f8d3490b4b5030d1040b2a1f69	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__C111	NA	NA
53ce7e7501cd8f21dc0dd4877966723f	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__C111	NA	NA
d38ffb5c196fc23f2d24535e92e5b26a	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__C111	NA	NA
7eec6374f64803aeaf1d3f17f789e84d	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__C111	NA	NA
62d75a51a83fcdefba3bc5894b1bc4f9	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__C111	NA	NA
d9c188dc4922d6d03f88e18803538089	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__C111	NA	NA
7840ce884a7465b7adc6d59ae046ede6	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__C111	NA	NA
f729735d31ae9b4a8eff8200f662dea5	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__C111	NA	NA
d1dbd2632ea24f68162a5b71aaf827be	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__C111	NA	NA
820b5a8c5970ac035872f9edb0c0504a	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__C111	NA	NA
096d13a6d517dddae9fd865b305d9b60	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__C111	NA	NA
e6b9b0321dffaf5d7615cba81280d84f	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__C111	NA	NA
5357a1ddae47118aaa49187b6ece6ef7	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__C111	NA	NA
f817cf883b425810f9eb52356f104bdc	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__C111	NA	NA
862b24afc7b093d5093f8f9f753ab6b4	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__C111	NA	NA
84b99f0135500888afbeac93b2abbd71	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__C111	NA	NA
cb3b719f7fbd841a55c03e1ccf6c24ca	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__C111	NA	NA
8c3c6eb4edb8c6b72e49fe7a7c22fbdb	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__C111	NA	NA
c4bcb0d187e70c51eac90155dcde6f86	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__C111	NA	NA
5236fa5c42b029579774abdc04a5c622	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__C111	NA	NA
51fe3385941faf645122e152a31c173d	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__C111	NA	NA
86715ca83f6af5f007e2197674e38d9d	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__C111	NA	NA
1f4d6d929f6c111bfa03cc9828f36cd2	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__C111	NA	NA
dc11664bc5502bf01944fb43b8f929b0	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__C111	NA	NA
71605374f496008cdf68a14536e14c05	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
b59fedfc8e16720bc33be12311f5f366	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
2bbb5693a5d919610ec7ba16ba7a5d1b	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
8f58eb6865cfea90c2b44291cb06a368	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
5648600eed0c9acd94a73427bdc61de7	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
47b18261a4cf8063de209d8a39303508	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
f2ed0b6e082e8af94db72e1e5a87da3c	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
f34278d16b7cf691644be2e02e6ae8bf	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
82ffab194a1dae9eab3872aa5ecbc8cd	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
87ade6a5f2bc54746eebba4baa78246a	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
b780d5225d6426a60618927517140603	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
d26ac6917709411e6392937297f6dc8d	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
b067e9248171646099199d6d1ca1c179	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
bf67d0d201889a526b89273136e7693c	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
548190e290d80212b2d61fa9629c253f	k__Bacteria	p__Actinobacteria	c__Rubrobacteria	o__Rubrobacterales	f__Rubrobacteraceae	g__Rubrobacter	NA
91822c0acfd3ff81efe3d119104fdeee	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__AK1AB1_02E	NA	NA
dbc012b3145840e5f178dd609d57f4ec	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__AK1AB1_02E	NA	NA
796b2fda40a07f540c5c959a3e687153	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	NA	NA
1de171fc9b1c86687d50b184da02db51	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	NA	NA
d48c2804b3530d210ae32ff93b05201a	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	NA	NA
d6353b6dbe606fef91e346b8e407e013	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	NA	NA
2eed6a6db866a5ae0ae3a3f17d9fcfd5	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	NA	NA
e9098d9e4c7438a8d5cdbc150f296e93	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	NA	NA
64302cf19937b7baf8adf1c41f0df5a3	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	NA	NA
aeeecfa1d4aa2965215e0de35396ec0f	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	NA	NA
52ca4b6298c009a4f40de07df823dbc5	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	NA	NA	NA
476ca54c0b962e7b62e01fb0fc01890f	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	NA	NA	NA
ffd60d684f32e6fd5b47fe90095f9d34	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	NA	NA	NA
1051d95cd0ed019985a3578b3b3ac7af	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__Patulibacteraceae	g__Patulibacter	NA
9382992e96d79427199a81251c8e1b0a	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__Patulibacteraceae	g__Patulibacter	NA
d0c5c864fcb5948c16ad684c11894b05	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__Patulibacteraceae	g__Patulibacter	NA
3e32f31af4382be836d0527ebd891bf2	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__Conexibacteraceae	NA	NA
7305b1f7dcfe9dd9a2147e4ab80b4685	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__Patulibacteraceae	NA	NA
abe3e7c13e44bc2c8e49ed55cc4dfd83	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__Patulibacteraceae	NA	NA
8f5dfe2cad86e3f23a28880d31f43098	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__Patulibacteraceae	NA	NA
96fd0d61ee2d9db448b124b87450d195	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__Conexibacteraceae	g__Conexibacter	NA
a3fd69acc9e054d725b09370afba64dd	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	NA	NA	NA
4807e7d5ba96669a68d4c064e32816cc	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__Solirubrobacter	NA
b4f297fd25d1afb6872d6c4e9e470bbe	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	NA	NA
03f9646dbfab720f8373825a13f3cf60	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	NA	NA	NA
fc1e113ae97fbf8b2129db7ef380cc82	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	NA	NA	NA
3b772d2cedc854002a0bb46e55d0c653	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	NA	NA	NA
fbef3eb0aaf789d30c830aa9339f39d7	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	NA	NA	NA
fda0c828382d8d990c20fdbcbfc2989a	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	NA	NA	NA
b676fd3afbbb64b3e6244868e79e05b6	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	NA	NA	NA
bb3e310d0da477a8b613b540f055d3e8	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	NA	NA	NA
f713baec7aba91001a57203e17876b1c	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	NA	NA	NA
3e480e1401fbb39509ccfece1a23eaf7	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	NA	NA	NA
073f21fb7418ac57d4e58dce0eeb2ed6	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__koll13	NA	NA
38c616e3324bc723622b129c2c8db000	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	NA	NA	NA
7ebdc5f1b6bc4bf8b042a971cc0bd3fc	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__ACK-M1	NA	NA
8add23b4475a8263c473d6f53ddc8fc5	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__ACK-M1	NA	NA
a99c8bb7a4c80a44fd97f5c3af116ffc	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__ACK-M1	NA	NA
f58d68c0668c959828feed1c8865152b	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__ACK-M1	NA	NA
95064dcff3c1d8ef84f97eeb4cd0acf5	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__ACK-M1	NA	NA
7d9cc11403cce4b9553f9025966444f7	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__ACK-M1	NA	NA
d90d33a21dfaa0dd786ed478b800052c	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__ACK-M1	NA	NA
549dd80794de6904a0d4557d0be27ba8	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__ACK-M1	NA	NA
681ff2d38306dd2a264265c185606fa8	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__ACK-M1	NA	NA
4893203ddbfe5211771ce45a536cf7be	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__ACK-M1	NA	NA
bf9e7ba23fca628d2d870266d39c9a52	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__ACK-M1	NA	NA
0d7837ccfeb9b819eda0cc256fbb91eb	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__ACK-M1	NA	NA
544a74609412a8fe84e90cfde8d5f599	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__ACK-M1	NA	NA
480544c2a035e14b7c584e9d612e2d03	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__ACK-M1	NA	NA
10d5606d3e4b49fc5ab032f7936670f1	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__ACK-M1	NA	NA
2a9f4ff55d91c9037ad369f6da0ef21b	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__ACK-M1	NA	NA
76749e87eaa27329b1c577b4158b3716	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__ACK-M1	NA	NA
77280631ba18a5fae9be2c8a14b1010e	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__ACK-M1	NA	NA
cfc296103459833f9cc422f9bf7ad2b4	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__ACK-M1	NA	NA
734c887f36a789cc8f09f33d7f7f8199	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__ACK-M1	NA	NA
b4ddc4d865cfb3ea3c0e33b3fea92a15	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__ACK-M1	NA	NA
f722aebb8faffede98a4563c2c2937b6	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__ACK-M1	NA	NA
bf38e43e5eefb107294589cfff3bd973	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__ACK-M1	NA	NA
7e14c92cff2946669ac9656c6443f835	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__ACK-M1	NA	NA
278d6b98279b006964957ca45062fea6	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__ACK-M1	NA	NA
c233d1de8b6370ef4bf3f41fb519259f	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__ACK-M1	NA	NA
bd90a90c4cd5697a8ca738e7228bee0d	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__ACK-M1	NA	NA
c04b73d9d1bd2330f51e9157105bb8c2	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__ACK-M1	NA	NA
e4056f441d19f645ba9d5a5eb9f9ac9a	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__ACK-M1	NA	NA
e055af567b296c8f4d62cdc47afaec02	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__ACK-M1	NA	NA
52cbad8ae4778ce2dd4f08eb55efa323	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__ACK-M1	NA	NA
968f3f871658da5cabd720c680b61324	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__ACK-M1	NA	NA
6447a1b0d1c7161d2aaa4d8e7af5ce33	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__ACK-M1	NA	NA
e8ea5cf37b040d887b62652cb8dcd405	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__ACK-M1	NA	NA
357f73404378b72fd441cf1a94479234	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__ACK-M1	NA	NA
f30e3bca8f9a9bd5e3b675d53fde507d	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__ACK-M1	NA	NA
4ad61c1edc5481ad37f3b4bef298459a	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
f187c438f6741cea572a70373a03e825	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
de6a9a29776fda77b04912d5526fef16	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
916d9f649da3bca03df97b604b856b47	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
4bd7f3427666e7d955ea592dfc42003e	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
492c2739242878e93a7a0ab0770a4a26	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
daf3fd092aaabfbb7ea4109c7e94248f	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	NA	NA	NA
